Date,WinLoss,Open
6/20/2021,-36,
6/21/2021,-35,
6/22/2021,-38,
6/23/2021,-35,
6/24/2021,-34,
6/25/2021,-34,
6/26/2021,-33,
6/27/2021,-35,
6/28/2021,-36,
6/29/2021,-33,
6/30/2021,-36,
7/1/2021,-38,
7/2/2021,-38,
7/3/2021,-40,
7/4/2021,-39,
7/5/2021,-38,
7/6/2021,-36,
7/7/2021,-36,
7/8/2021,-37,
7/9/2021,-33,
7/10/2021,-31,
7/11/2021,-31,
7/12/2021,-31,
7/13/2021,-30,
7/14/2021,-30,
7/15/2021,-30,
7/16/2021,-32,
7/17/2021,-32,
7/18/2021,-31,
7/19/2021,-30,
7/20/2021,-30,
7/21/2021,-29,
7/22/2021,-30,
7/23/2021,-30,
7/24/2021,-31,
7/25/2021,-31,
7/26/2021,-33,
7/27/2021,-33,
7/28/2021,-31,
7/29/2021,-33,
7/30/2021,-33,
7/31/2021,-31,
8/1/2021,-31,
8/2/2021,-33,
8/3/2021,-33,
8/4/2021,-31,
8/5/2021,-31,
8/6/2021,-31,
8/7/2021,-31,
8/8/2021,-33,
8/9/2021,-32,
8/10/2021,-32,
8/11/2021,-31,
8/12/2021,-31,
8/13/2021,-32,
8/14/2021,-32,
8/15/2021,-32,
8/16/2021,-32,
8/17/2021,-32,
8/18/2021,-30,
8/19/2021,-30,
8/20/2021,-30,
8/21/2021,-30,
8/22/2021,-29,
8/23/2021,-28,
8/24/2021,-28,
8/25/2021,-29,
8/26/2021,-29,
8/27/2021,-29,
8/28/2021,-29,
8/29/2021,-29,
8/30/2021,-30,
8/31/2021,-30,
9/1/2021,-29,
9/2/2021,-28,
9/3/2021,-26,
9/4/2021,-28,
9/5/2021,-28,
9/6/2021,-30,
9/7/2021,-30,
9/8/2021,-32,
9/9/2021,-34,
9/10/2021,-34,
9/11/2021,-34,
9/12/2021,-34,
9/13/2021,-34,
9/14/2021,-34,
9/15/2021,-34,
9/16/2021,-35,
9/17/2021,-35,
9/18/2021,-37,
9/19/2021,-37,
9/20/2021,-36,
9/21/2021,-36,
9/22/2021,-36,
9/23/2021,-36,
9/24/2021,-36,
9/25/2021,-36,
9/26/2021,-36,
9/27/2021,-36,
9/28/2021,-34,
9/29/2021,-36,
9/30/2021,-34,
10/1/2021,-34,
10/2/2021,-36,
10/3/2021,-36,
10/4/2021,-36,
10/5/2021,-37,
10/6/2021,-37,
10/7/2021,-37,
10/8/2021,-37,
10/9/2021,-37,
10/10/2021,-37,
10/11/2021,-37,
10/12/2021,-37,
10/13/2021,-38,
10/14/2021,-40,
10/15/2021,-40,
10/16/2021,-40,
10/17/2021,-40,
10/18/2021,-39,
10/19/2021,-38,
10/20/2021,-38,
10/21/2021,-38,
10/22/2021,-38,
10/23/2021,-36,
10/24/2021,-35,
10/25/2021,-36,
10/26/2021,-36,
10/27/2021,-36,
10/28/2021,-36,
10/29/2021,-35,
10/30/2021,-36,
10/31/2021,-35,
11/1/2021,-35,
11/2/2021,-36,
11/3/2021,-36,
11/4/2021,-35,
11/5/2021,-36,
11/6/2021,-36,
11/7/2021,-37,
11/8/2021,-36,
11/9/2021,-36,
11/10/2021,-36,
11/11/2021,-37,
11/12/2021,-37,
11/13/2021,-36,
11/14/2021,-35,
11/15/2021,-36,
11/16/2021,-36,
11/17/2021,-36,
11/18/2021,-37,
11/19/2021,-37,
11/20/2021,-38,
11/21/2021,-38,
11/22/2021,-38,
11/23/2021,-38,
11/24/2021,-38,
11/25/2021,-38,
11/26/2021,-38,
11/27/2021,-38,
11/28/2021,-38,
11/29/2021,-38,
11/30/2021,-38,
12/1/2021,-37,
12/2/2021,-38,
12/3/2021,-37,
12/4/2021,-37,
12/5/2021,-38,
12/6/2021,-38,
12/7/2021,-36,
12/8/2021,-37,
12/9/2021,-38,
12/10/2021,-37,
12/11/2021,-36,
12/12/2021,-37,
12/13/2021,-37,
12/14/2021,-39,
12/15/2021,-38,
12/16/2021,-37,
12/17/2021,-38,
12/18/2021,-38,
12/19/2021,-37,
12/20/2021,-37,
12/21/2021,-37,
12/22/2021,-37,
12/23/2021,-37,
12/24/2021,-37,
12/25/2021,-37,
12/26/2021,-38,
12/27/2021,-39,
12/28/2021,-39,
12/29/2021,-40,
12/30/2021,-39,
12/31/2021,-38,
1/1/2022,-37,
1/2/2022,-34,
1/3/2022,-33,
1/4/2022,-33,
1/5/2022,-33,
1/6/2022,-34,
1/7/2022,-34,
1/8/2022,-33,
1/9/2022,-31,
1/10/2022,-32,
1/11/2022,-32,
1/12/2022,-32,
1/13/2022,-30,
1/14/2022,-30,
1/15/2022,-30,
1/16/2022,-28,
1/17/2022,-27,
1/18/2022,-26,
1/19/2022,-27,
1/20/2022,-27,
1/21/2022,-25,
1/22/2022,-25,
1/23/2022,-23,
1/24/2022,-22,
1/25/2022,-21,
1/26/2022,-21,
1/27/2022,-24,
1/28/2022,-26,
1/29/2022,-27,
1/30/2022,-30,
1/31/2022,-29,
2/1/2022,-28,
2/2/2022,-30,
2/3/2022,-30,
2/4/2022,-28,
2/5/2022,-28,
2/6/2022,-27,
2/7/2022,-27,
2/8/2022,-27,
2/9/2022,-26,
2/10/2022,-26,
2/11/2022,-26,
2/12/2022,-26,
2/13/2022,-27,
2/14/2022,-27,
2/15/2022,-27,
2/16/2022,-26,
2/17/2022,-25,
2/18/2022,-26,
2/19/2022,-26,
2/20/2022,-28,
2/21/2022,-27,
2/22/2022,-27,
2/23/2022,-26,
2/24/2022,-27,
2/25/2022,-29,
2/26/2022,-31,
2/27/2022,-30,
2/28/2022,-29,
3/1/2022,-29,
3/2/2022,-28,
3/3/2022,-29,
3/4/2022,-27,
3/5/2022,-27,
3/6/2022,-27,
3/7/2022,-28,
3/8/2022,-29,
3/9/2022,-27,
3/10/2022,-27,
3/11/2022,-24,
3/12/2022,-22,
3/13/2022,-22,
3/14/2022,-21,
3/15/2022,-21,
3/16/2022,-20,
3/17/2022,-20,
3/18/2022,-18,
3/19/2022,-16,
3/20/2022,-14,
3/21/2022,-14,
3/22/2022,-13,
3/23/2022,-13,
3/24/2022,-13,
3/25/2022,-12,
3/26/2022,-14,
3/27/2022,-15,
3/28/2022,-14,
3/29/2022,-13,
3/30/2022,-11,
3/31/2022,-11,
4/1/2022,-11,
4/2/2022,-9,
4/3/2022,-9,
4/4/2022,-7,
4/5/2022,-7,
4/6/2022,-7,
4/7/2022,-5,
4/8/2022,0,
4/9/2022,2,
4/10/2022,-1,
4/11/2022,-4,
4/12/2022,-2,
4/13/2022,0,
4/14/2022,-1,
4/15/2022,1,
4/16/2022,2,
4/17/2022,1,
4/18/2022,0,
4/19/2022,1,
4/20/2022,0,
4/21/2022,-1,
4/22/2022,1,
4/23/2022,-1,
4/24/2022,0,
4/25/2022,1,
4/26/2022,4,
4/27/2022,2,
4/28/2022,4,
4/29/2022,6,
4/30/2022,6,
5/1/2022,8,
5/2/2022,9,
5/3/2022,9,
5/4/2022,6,
5/5/2022,9,
5/6/2022,9,
5/7/2022,8,
5/8/2022,9,
5/9/2022,8,
5/10/2022,10,
5/11/2022,11,
5/12/2022,14,
5/13/2022,14,
5/14/2022,14,
5/15/2022,15,
5/16/2022,16,
5/17/2022,18,
5/18/2022,21,
5/19/2022,21,
5/20/2022,20,
5/21/2022,20,
5/22/2022,21,
5/23/2022,21,
5/24/2022,22,
5/25/2022,22,
5/26/2022,22,
5/27/2022,24,
5/28/2022,26,
5/29/2022,25,
5/30/2022,28,
5/31/2022,29,
6/1/2022,31,
6/2/2022,31,
6/3/2022,34,
6/4/2022,36,
6/5/2022,39,
6/6/2022,40,
6/7/2022,39,
6/8/2022,37,
6/9/2022,35,
6/10/2022,38,
6/11/2022,36,
6/12/2022,40,
6/13/2022,40,
6/14/2022,42,
6/15/2022,42,
6/16/2022,43,
6/17/2022,45,
6/18/2022,48,
6/19/2022,45,
6/20/2022,46,
6/21/2022,43,
6/22/2022,42,
6/23/2022,41,
6/24/2022,41,
6/25/2022,42,
6/26/2022,41,
6/27/2022,43,
6/28/2022,43,
6/29/2022,45,
6/30/2022,44,
7/1/2022,47,
7/2/2022,47,
7/3/2022,49,
7/4/2022,50,
7/5/2022,47,
7/6/2022,51,
7/7/2022,53,
7/8/2022,53,
7/9/2022,53,
7/10/2022,49,
7/11/2022,50,
7/12/2022,48,
7/13/2022,50,
7/14/2022,50,
7/15/2022,49,
7/16/2022,51,
7/17/2022,51,
7/18/2022,50,
7/19/2022,49,
7/20/2022,49,
7/21/2022,47,
7/22/2022,48,
7/23/2022,45,
7/24/2022,48,
7/25/2022,48,
7/26/2022,48,
7/27/2022,49,
7/28/2022,50,
7/29/2022,52,
7/30/2022,54,
7/31/2022,53,
8/1/2022,55,
8/2/2022,54,
8/3/2022,54,
8/4/2022,55,
8/5/2022,53,
8/6/2022,52,
8/7/2022,52,
8/8/2022,53,
8/9/2022,53,
8/10/2022,54,
8/11/2022,54,
8/12/2022,51,
8/13/2022,53,
8/14/2022,53,
8/15/2022,51,
8/16/2022,49,
8/17/2022,51,
8/18/2022,49,
8/19/2022,49,
8/20/2022,47,
8/21/2022,49,
8/22/2022,49,
8/23/2022,49,
8/24/2022,49,
8/25/2022,51,
8/26/2022,53,
8/27/2022,53,
8/28/2022,51,
8/29/2022,50,
8/30/2022,50,
8/31/2022,50,
9/1/2022,51,
9/2/2022,51,
9/3/2022,49,
9/4/2022,49,
9/5/2022,50,
9/6/2022,49,
9/7/2022,51,
9/8/2022,50,
9/9/2022,48,
9/10/2022,50,
9/11/2022,52,
9/12/2022,51,
9/13/2022,51,
9/14/2022,51,
9/15/2022,52,
9/16/2022,52,
9/17/2022,52,
9/18/2022,54,
9/19/2022,55,
9/20/2022,57,
9/21/2022,57,
9/22/2022,58,
9/23/2022,60,
9/24/2022,60,
9/25/2022,62,
9/26/2022,61,
9/27/2022,61,
9/28/2022,63,
9/29/2022,63,
9/30/2022,61,
10/1/2022,61,
10/2/2022,59,
10/3/2022,60,
10/4/2022,60,
10/5/2022,60,
10/6/2022,60,
10/7/2022,59,
10/8/2022,60,
10/9/2022,59,
10/10/2022,59,
10/11/2022,61,
10/12/2022,61,
10/13/2022,61,
10/14/2022,59,
10/15/2022,59,
10/16/2022,60,
10/17/2022,61,
10/18/2022,63,
10/19/2022,62,
10/20/2022,59,
10/21/2022,59,
10/22/2022,57,
10/23/2022,54,
10/24/2022,54,
10/25/2022,53,
10/26/2022,53,
10/27/2022,53,
10/28/2022,54,
10/29/2022,56,
10/30/2022,57,
10/31/2022,57,
11/1/2022,59,
11/2/2022,59,
11/3/2022,59,
11/4/2022,59,
11/5/2022,58,
11/6/2022,57,
11/7/2022,58,
11/8/2022,58,
11/9/2022,58,
11/10/2022,58,
11/11/2022,58,
11/12/2022,58,
11/13/2022,59,
11/14/2022,60,
11/15/2022,60,
11/16/2022,60,
11/17/2022,58,
11/18/2022,58,
11/19/2022,58,
11/20/2022,58,
11/21/2022,59,
11/22/2022,60,
11/23/2022,60,
11/24/2022,60,
11/25/2022,61,
11/26/2022,61,
11/27/2022,61,
11/28/2022,60,
11/29/2022,59,
11/30/2022,60,
12/1/2022,60,
12/2/2022,58,
12/3/2022,57,
12/4/2022,58,
12/5/2022,59,
12/6/2022,58,
12/7/2022,59,
12/8/2022,59,
12/9/2022,61,
12/10/2022,60,
12/11/2022,59,
12/12/2022,61,
12/13/2022,60,
12/14/2022,60,
12/15/2022,61,
12/16/2022,60,
12/17/2022,62,
12/18/2022,63,
12/19/2022,62,
12/20/2022,61,
12/21/2022,61,
12/22/2022,60,
12/23/2022,61,
12/24/2022,61,
12/25/2022,60,
12/26/2022,60,
12/27/2022,60,
12/28/2022,60,
12/29/2022,60,
12/30/2022,60,
12/31/2022,60,
